
100 7e-06
600 6.1e-05
1100 9.5e-05
1600 0.00016
2100 0.000182
2600 0.000264
3100 0.000286
3600 0.000391
4100 0.00045
4600 0.000532
5100 0.000494
5600 0.000565
6100 0.000608
6600 0.00082
7100 0.000704
7600 0.000883
8100 0.000899
8600 0.000957
9100 0.001117
9600 0.001028
10100 0.001053
10600 0.001301
11100 0.001205
11600 0.001326
12100 0.00145
12600 0.001559
13100 0.001603
13600 0.001472
14100 0.00174
14600 0.001568
15100 0.001602
15600 0.001782
16100 0.0019
16600 0.00188
17100 0.001994
17600 0.002075
18100 0.002056
18600 0.002205
19100 0.002155
19600 0.002196
20100 0.002418
20600 0.00288
21100 0.003047
21600 0.002567
22100 0.002686
22600 0.002721
23100 0.002677
23600 0.002671
24100 0.002685
24600 0.002933
25100 0.002995
25600 0.003053
26100 0.003109
26600 0.003123
27100 0.003199
27600 0.003506
28100 0.003318
28600 0.003537
29100 0.0035
29600 0.003879
30100 0.003609
30600 0.003578
31100 0.004221
31600 0.004717
32100 0.004394
32600 0.004459
33100 0.004491
33600 0.004047
34100 0.003971
34600 0.004083
35100 0.0045
35600 0.004319
36100 0.004223
36600 0.004471
37100 0.004292
37600 0.004641
38100 0.004728
38600 0.004833
39100 0.004803
39600 0.005003
40100 0.004888
40600 0.004982
41100 0.005406
41600 0.005032
42100 0.00522
42600 0.0054
43100 0.005395
43600 0.005648
44100 0.005238
44600 0.005817
45100 0.005497
45600 0.005454
46100 0.005581
46600 0.005559
47100 0.00563
47600 0.005671
48100 0.005737
48600 0.005796
49100 0.005853
49600 0.006451
50100 0.005927
50600 0.006137
51100 0.00624
51600 0.006168
52100 0.006629
52600 0.006743
53100 0.006927
53600 0.00714
54100 0.006573
54600 0.006798
55100 0.006648
55600 0.006833
56100 0.006826
56600 0.007323
57100 0.008033
57600 0.007562
58100 0.007137
58600 0.007034
59100 0.007228
59600 0.0077
60100 0.007616
60600 0.008332
61100 0.007434
61600 0.007698
62100 0.007769
62600 0.007842
63100 0.009151
63600 0.00834
64100 0.007871
64600 0.007688
65100 0.007993
65600 0.007995
66100 0.008069
66600 0.008156
67100 0.008305
67600 0.008311
68100 0.008392
68600 0.008536
69100 0.008552
69600 0.008643
70100 0.009493
70600 0.009049
71100 0.00874
71600 0.008852
72100 0.008692
72600 0.008917
73100 0.009813
73600 0.009052
74100 0.009077
74600 0.009222
75100 0.009082
75600 0.0094
76100 0.009769
76600 0.011465
77100 0.009562
77600 0.009729
78100 0.009707
78600 0.009824
79100 0.010014
79600 0.009803
80100 0.010405
80600 0.01004
81100 0.010022
81600 0.010299
82100 0.010187
82600 0.010184
83100 0.010148
83600 0.010832
84100 0.010725
84600 0.010336
85100 0.01056
85600 0.010475
86100 0.010776
86600 0.010806
87100 0.010785
87600 0.010858
88100 0.010838
88600 0.010937
89100 0.011182
89600 0.011183
90100 0.01151
90600 0.011233
91100 0.011432
91600 0.01164
92100 0.011924
92600 0.011969
93100 0.011472
93600 0.012074
94100 0.011647
94600 0.011894
95100 0.012771
95600 0.01199
96100 0.012591
96600 0.012018
97100 0.012523
97600 0.01211
98100 0.012683
98600 0.012324
99100 0.012885
99600 0.012618
