
100 1e-06
10100 2e-06
20100 1e-06
30100 2e-06
40100 1e-06
50100 1e-06
60100 1e-06
70100 1e-06
80100 1e-06
90100 2e-06
100100 1e-06
110100 2e-06
120100 2e-06
130100 2e-06
140100 2e-06
150100 1e-06
160100 2e-06
170100 1e-06
180100 1e-06
190100 1e-06
200100 2e-06
210100 1e-06
220100 1e-06
230100 1e-06
240100 1e-06
250100 2e-06
260100 2e-06
270100 2e-06
280100 2e-06
290100 2e-06
300100 1e-06
310100 2e-06
320100 2e-06
330100 2e-06
340100 2e-06
350100 2e-06
360100 1e-06
370100 2e-06
380100 1e-06
390100 2e-06
400100 2e-06
410100 2e-06
420100 2e-06
430100 2e-06
440100 2e-06
450100 2e-06
460100 2e-06
470100 2e-06
480100 3e-06
490100 1e-06
500100 3e-06
510100 2e-06
520100 8e-06
530100 1e-06
540100 2e-06
550100 2e-06
560100 2e-06
570100 2e-06
580100 1e-06
590100 2e-06
600100 3e-06
610100 1e-06
620100 2e-06
630100 2e-06
640100 2e-06
650100 2e-06
660100 2e-06
670100 3e-06
680100 2e-06
690100 3e-06
700100 2e-06
710100 1e-06
720100 2e-06
730100 2e-06
740100 2e-06
750100 2e-06
760100 2e-06
770100 2e-06
780100 2e-06
790100 3e-06
800100 2e-06
810100 3e-06
820100 2e-06
830100 1e-06
840100 2e-06
850100 2e-06
860100 2e-06
870100 2e-06
880100 2e-06
890100 2e-06
900100 2e-06
910100 2e-06
920100 2e-06
930100 3e-06
940100 2e-06
950100 2e-06
960100 2e-06
970100 2e-06
980100 3e-06
990100 2e-06
